"","adj","vb","emot","polaridade","positivo","negativo","tamanho","tamanhoUtil","status"
"1467",25,8,0,0,8,12,102,100,"fake"
"1468",12,2,0,1,5,1,58,55,"fake"
"1469",13,5,0,1,7,3,96,95,"fake"
"1470",11,6,0,0,3,3,74,71,"fake"
"1471",12,1,0,0,1,6,46,46,"fake"
"1472",2,0,0,0,0,1,12,12,"fake"
"1473",11,0,0,0,3,4,82,78,"fake"
"1474",24,7,0,1,10,3,106,96,"fake"
"1475",17,2,0,1,8,4,58,54,"fake"
"1476",21,12,0,0,7,9,137,131,"fake"
"1477",20,4,0,0,2,11,100,97,"fake"
"1478",31,7,0,1,16,9,116,112,"fake"
"1479",12,8,0,1,8,4,67,60,"fake"
"1480",27,2,0,0,8,8,106,100,"fake"
"1481",7,2,0,0,2,5,44,42,"fake"
"1482",10,2,0,0,3,3,53,52,"fake"
"1483",11,0,0,1,3,1,59,57,"fake"
"1484",19,13,0,0,9,10,142,134,"fake"
"1485",13,2,0,1,4,2,103,101,"fake"
"1486",26,11,0,0,14,15,159,150,"fake"
"1487",34,8,0,1,12,5,184,177,"fake"
"1488",45,10,0,1,27,11,301,277,"fake"
"1489",21,2,0,1,6,1,71,66,"fake"
"1490",7,5,0,1,6,0,49,47,"fake"
"1491",32,12,0,0,13,15,164,160,"fake"
"1492",12,1,0,0,2,5,104,103,"fake"
"1493",21,3,0,0,6,7,135,131,"fake"
"1494",22,6,0,1,9,3,128,118,"fake"
"1495",18,1,0,0,0,11,49,49,"fake"
"1496",3,1,0,0,1,2,57,54,"fake"
"1497",21,6,0,1,11,6,128,122,"fake"
"1498",10,6,0,0,5,7,84,79,"fake"
"1499",44,5,0,1,13,9,192,187,"fake"
"1500",15,6,0,1,9,5,91,87,"fake"
"1501",19,10,0,1,13,4,115,105,"fake"
"1502",3,0,0,0,0,1,9,8,"fake"
"1503",14,4,0,0,5,5,64,63,"fake"
"1504",14,5,0,0,4,5,73,67,"fake"
"1505",13,0,0,0,1,3,64,62,"fake"
"1506",16,3,0,0,2,7,55,55,"fake"
"1507",22,9,0,1,12,3,132,129,"fake"
"1508",32,7,0,0,7,9,176,168,"fake"
"1509",9,3,0,1,4,1,49,49,"fake"
"1510",19,9,0,0,9,12,98,91,"fake"
"1511",18,8,0,0,3,12,91,90,"fake"
"1512",57,22,0,0,16,20,261,252,"fake"
"1513",15,1,0,0,3,5,74,73,"fake"
"1514",20,6,0,1,12,4,122,110,"fake"
"1515",24,2,0,1,11,5,123,118,"fake"
"1516",32,3,0,0,5,17,128,120,"fake"
"1517",23,7,0,1,7,6,154,150,"fake"
"1518",11,1,0,1,4,2,50,44,"fake"
"1519",11,7,0,0,5,5,69,67,"fake"
"1520",9,4,0,0,5,5,80,78,"fake"
"1521",9,0,0,0,3,4,75,72,"fake"
"1522",54,18,0,1,19,14,266,258,"fake"
"1523",15,10,0,1,8,5,95,91,"fake"
"1524",16,5,0,0,2,5,79,76,"fake"
"1525",13,12,0,1,11,3,99,92,"fake"
"1526",12,0,0,1,3,0,90,85,"fake"
"1527",10,6,0,1,9,2,54,54,"fake"
"1528",21,8,0,1,12,5,95,95,"fake"
"1529",12,4,0,1,5,3,100,94,"fake"
"1530",13,0,0,0,4,6,71,65,"fake"
"1531",7,6,0,0,2,6,59,58,"fake"
"1532",8,1,0,0,0,1,55,52,"fake"
"1533",11,5,0,0,4,8,65,64,"fake"
"1534",26,8,0,0,10,13,127,121,"fake"
"1535",18,5,0,0,4,6,92,89,"fake"
"1536",40,19,0,0,12,17,211,203,"fake"
"1537",20,4,0,1,9,3,111,104,"fake"
"1538",10,1,0,0,3,7,67,67,"fake"
"1539",21,11,0,0,3,13,120,117,"fake"
"1540",10,5,0,0,2,9,80,78,"fake"
"1541",23,3,0,1,11,9,98,90,"fake"
"1542",16,5,0,0,1,9,101,96,"fake"
"1543",19,8,0,0,4,13,148,143,"fake"
"1544",25,4,0,1,13,5,139,133,"fake"
"1545",16,4,0,1,7,4,69,62,"fake"
"1546",28,9,0,0,8,14,132,129,"fake"
"1547",18,15,0,0,9,9,130,124,"fake"
"1548",13,11,0,1,9,3,90,85,"fake"
"1549",9,1,0,0,2,5,61,59,"fake"
"1550",10,7,0,0,3,7,93,90,"fake"
"1551",115,30,0,0,30,33,555,535,"fake"
"1552",35,8,0,0,13,15,202,193,"fake"
"1553",15,3,0,1,7,5,120,119,"fake"
"1554",28,3,0,1,12,6,120,118,"fake"
"1555",42,8,0,1,16,7,182,179,"fake"
"1556",249,110,0,1,104,73,1220,1150,"fake"
"1557",10,5,0,0,2,4,66,63,"fake"
"1558",25,7,0,1,13,4,109,103,"fake"
"1559",36,11,0,0,12,15,204,192,"fake"
"1560",16,6,0,0,5,9,100,95,"fake"
"1561",30,8,0,1,14,9,124,121,"fake"
"1562",15,1,0,0,4,5,100,99,"fake"
"1563",13,4,0,0,2,3,75,70,"fake"
"1564",8,6,0,0,4,4,86,79,"fake"
"1565",30,2,0,1,11,9,107,102,"fake"
"1566",8,0,0,0,1,3,53,52,"fake"
"1567",10,2,0,1,4,2,82,79,"fake"
"1568",11,4,0,0,2,5,66,62,"fake"
"1569",24,3,0,1,10,6,156,149,"fake"
"1570",19,5,0,1,6,3,100,97,"fake"
"1571",13,9,0,0,5,9,100,96,"fake"
"1572",15,9,0,1,7,5,97,94,"fake"
"1573",6,6,0,1,5,2,56,53,"fake"
"1574",12,8,0,0,3,8,96,90,"fake"
"1575",24,6,0,1,10,5,128,124,"fake"
"1576",23,5,0,0,4,12,89,87,"fake"
"1577",23,4,0,0,7,8,110,104,"fake"
"1578",16,3,0,1,7,6,72,69,"fake"
"1579",11,4,0,1,3,0,52,49,"fake"
"1580",15,2,0,0,3,8,100,95,"fake"
"1581",36,5,0,1,14,13,161,151,"fake"
"1582",21,3,0,1,9,7,100,96,"fake"
"1583",11,5,0,1,8,4,61,61,"fake"
"1584",18,1,0,0,4,6,81,79,"fake"
"1585",37,11,0,0,14,18,152,147,"fake"
"1586",40,12,0,1,14,11,173,168,"fake"
"1587",0,2,0,0,1,1,8,8,"fake"
"1588",7,2,0,0,3,4,42,42,"fake"
"1589",10,2,0,0,2,5,62,60,"fake"
"1590",11,7,0,1,3,2,85,79,"fake"
"1591",9,4,0,1,7,1,60,59,"fake"
"1592",17,3,0,0,6,6,89,88,"fake"
"1593",9,3,0,1,4,3,69,64,"fake"
"1594",14,2,0,0,2,2,57,55,"fake"
"1595",15,6,0,1,6,5,93,91,"fake"
"1596",13,2,0,0,4,4,94,89,"fake"
"1597",24,11,0,0,9,15,123,117,"fake"
"1598",14,1,0,0,2,3,81,78,"fake"
"1599",9,1,0,0,1,3,73,71,"fake"
"1600",9,2,0,1,5,3,58,52,"fake"
"1601",8,3,0,1,3,1,55,52,"fake"
"1602",10,3,0,0,2,4,60,60,"fake"
"1603",13,11,0,1,7,1,67,59,"fake"
"1604",11,4,0,0,5,7,86,83,"fake"
"1605",20,7,0,1,6,2,105,102,"fake"
"1606",11,5,0,0,2,4,89,86,"fake"
"1607",9,2,0,1,6,0,54,51,"fake"
"1608",7,8,0,1,4,2,71,68,"fake"
"1609",0,1,0,0,0,1,10,10,"fake"
"1610",11,4,0,0,2,2,90,90,"fake"
"1611",12,4,0,1,8,4,69,67,"fake"
"1612",23,6,0,0,4,10,89,85,"fake"
"1613",13,2,0,1,5,3,73,67,"fake"
"1614",14,3,0,1,5,2,71,65,"fake"
"1615",4,2,0,0,2,2,39,38,"fake"
"1616",19,2,0,1,9,4,101,98,"fake"
"1617",4,2,0,0,2,3,27,27,"fake"
"1618",17,3,0,1,4,3,106,104,"fake"
"1619",19,3,0,0,8,8,106,101,"fake"
"1620",13,2,0,0,3,5,81,79,"fake"
"1621",8,2,0,0,1,2,52,52,"fake"
"1622",21,5,0,0,5,8,119,119,"fake"
"1623",14,2,0,1,7,0,54,49,"fake"
"1624",9,5,0,0,2,3,59,57,"fake"
"1625",8,3,0,0,2,4,47,44,"fake"
"1626",17,0,0,0,5,6,65,63,"fake"
"1627",38,19,0,0,11,25,143,135,"fake"
"1628",12,4,0,0,2,5,71,70,"fake"
"1629",10,0,0,1,7,1,53,49,"fake"
"1630",43,4,0,0,12,16,196,185,"fake"
"1631",24,7,0,1,11,6,102,97,"fake"
"1632",23,3,0,0,2,4,128,125,"fake"
"1633",17,6,0,0,3,5,118,116,"fake"
"1634",22,5,0,0,7,7,95,90,"fake"
"1635",16,2,0,1,4,2,67,67,"fake"
"1636",20,8,0,1,14,4,109,106,"fake"
"1637",6,0,0,0,2,2,68,66,"fake"
"1638",30,2,0,1,9,5,94,89,"fake"
"1639",32,8,0,1,16,8,190,181,"fake"
"1640",27,5,0,1,11,7,119,114,"fake"
"1641",9,1,0,0,3,3,63,59,"fake"
"1642",15,4,0,0,4,13,64,57,"fake"
"1643",23,10,0,0,6,8,185,174,"fake"
"1644",12,6,0,0,1,5,69,68,"fake"
"1645",12,3,0,1,5,1,108,105,"fake"
"1646",10,2,0,0,2,5,60,53,"fake"
"1647",15,0,0,0,4,7,115,111,"fake"
"1648",28,6,0,0,4,10,172,168,"fake"
"1649",6,1,0,0,2,2,47,44,"fake"
"1650",23,12,0,1,13,8,137,131,"fake"
"1651",21,4,0,0,2,11,86,83,"fake"
"1652",10,4,0,0,2,3,75,69,"fake"
"1653",40,12,0,0,10,18,162,160,"fake"
"1654",39,15,0,1,23,12,155,149,"fake"
"1655",6,7,0,0,5,7,68,66,"fake"
"1656",15,4,0,0,3,4,99,95,"fake"
"1657",25,3,0,0,7,14,99,91,"fake"
"1658",23,2,0,1,8,4,116,111,"fake"
"1659",21,12,0,1,11,4,191,184,"fake"
"1660",20,8,0,0,3,8,102,98,"fake"
"1661",17,1,0,1,6,3,114,112,"fake"
"1662",17,7,0,0,5,7,98,90,"fake"
"1663",13,2,0,1,6,1,72,71,"fake"
"1664",11,7,0,1,4,3,88,82,"fake"
"1665",27,5,0,0,7,8,124,118,"fake"
"1666",1,1,0,0,1,1,11,11,"fake"
"1667",23,3,0,1,9,7,117,113,"fake"
"1668",8,3,0,0,2,4,50,48,"fake"
"1669",21,13,0,0,9,10,142,135,"fake"
"1670",19,4,0,0,7,7,91,84,"fake"
"1671",38,11,0,1,15,12,269,265,"fake"
"1672",13,13,0,0,4,7,96,96,"fake"
"1673",11,5,0,0,4,4,62,60,"fake"
"1674",24,6,0,1,9,8,113,109,"fake"
"1675",19,6,0,0,6,12,86,83,"fake"
"1676",8,0,0,0,4,4,39,37,"fake"
"1677",19,6,0,1,7,5,120,114,"fake"
"1678",12,3,0,0,3,3,99,94,"fake"
"1679",16,5,0,1,7,6,73,71,"fake"
"1680",6,6,0,1,4,2,59,55,"fake"
"1681",12,2,0,1,4,2,65,64,"fake"
"1682",12,1,0,1,6,4,60,59,"fake"
"1683",39,9,0,0,3,19,222,215,"fake"
"1684",18,1,0,0,2,7,96,88,"fake"
"1685",17,9,0,0,5,6,91,90,"fake"
"1686",8,3,0,1,4,2,76,75,"fake"
"1687",25,8,0,1,16,8,173,165,"fake"
"1688",20,2,0,1,10,2,95,80,"fake"
"1689",32,8,0,1,10,6,144,140,"fake"
"1690",13,7,0,1,5,4,83,81,"fake"
"1691",8,2,0,0,2,3,43,39,"fake"
"1692",13,6,0,0,2,9,84,80,"fake"
"1693",15,2,0,0,2,3,75,73,"fake"
"1694",11,0,0,1,3,1,59,57,"fake"
"1695",14,4,0,0,4,7,105,100,"fake"
"1696",7,2,0,1,5,2,81,80,"fake"
"1697",8,3,0,0,1,4,73,69,"fake"
"1698",13,1,0,0,6,6,70,67,"fake"
"1699",12,4,0,0,2,6,74,70,"fake"
"1700",9,2,0,0,2,5,70,70,"fake"
"1701",7,10,0,0,4,8,87,81,"fake"
"1702",19,8,0,0,6,12,123,118,"fake"
"1703",18,5,0,1,8,4,59,55,"fake"
"1704",18,8,0,0,5,8,123,121,"fake"
"1705",6,2,0,0,1,2,60,57,"fake"
"1706",15,2,0,0,6,6,94,92,"fake"
"1707",13,2,0,1,7,4,56,54,"fake"
"1708",26,4,0,0,3,8,135,131,"fake"
"1709",14,4,0,1,7,5,110,107,"fake"
"1710",18,6,0,1,7,2,96,95,"fake"
"1711",17,3,0,0,3,7,90,87,"fake"
"1712",16,7,0,1,3,1,100,90,"fake"
"1713",9,3,0,0,2,5,51,49,"fake"
"1714",25,5,0,1,16,6,150,144,"fake"
"1715",22,4,0,0,4,9,117,114,"fake"
"1716",17,3,0,0,5,6,90,86,"fake"
"1717",15,9,0,0,8,9,102,93,"fake"
"1718",18,11,0,0,7,10,94,86,"fake"
"1719",36,5,0,0,8,14,218,210,"fake"
"1720",20,7,0,1,8,6,81,79,"fake"
"1721",11,2,0,0,2,3,57,57,"fake"
"1722",9,1,0,1,4,2,101,99,"fake"
"1723",21,5,0,1,9,4,67,67,"fake"
"1724",17,1,0,1,9,2,83,78,"fake"
"1725",10,9,0,1,4,3,63,61,"fake"
"1726",37,4,0,1,16,9,121,115,"fake"
"1727",16,6,0,0,5,13,69,67,"fake"
"1728",9,5,0,0,2,4,74,70,"fake"
"1729",24,6,0,0,7,10,155,151,"fake"
"1730",10,10,0,1,8,2,104,101,"fake"
"1731",16,0,0,0,3,9,41,39,"fake"
"1732",11,7,0,0,3,4,88,87,"fake"
"1733",20,7,0,1,11,6,100,98,"fake"
"1734",16,3,0,1,4,2,94,93,"fake"
"1735",12,0,0,1,3,2,54,51,"fake"
"1736",16,8,0,0,5,14,107,101,"fake"
"1737",5,5,0,0,4,4,67,61,"fake"
"1738",14,6,0,0,2,8,103,99,"fake"
"1739",14,1,0,0,4,4,94,93,"fake"
"1740",8,5,0,1,7,3,47,46,"fake"
"1741",16,6,0,1,10,7,83,81,"fake"
"1742",25,10,0,1,18,5,165,159,"fake"
"1743",12,4,0,1,6,3,97,95,"fake"
"1744",15,3,0,1,6,4,84,80,"fake"
"1745",22,15,0,0,10,14,142,136,"fake"
"1746",18,6,0,1,8,7,77,74,"fake"
"1747",10,5,0,1,4,2,73,71,"fake"
"1748",24,3,0,0,8,12,95,90,"fake"
"1749",14,6,0,1,8,7,87,85,"fake"
"1750",32,6,0,1,9,7,184,181,"fake"
"1751",11,7,0,1,6,3,72,71,"fake"
"1752",35,10,0,0,6,17,179,171,"fake"
"1753",26,3,0,0,5,6,176,162,"fake"
"1754",12,2,0,0,3,6,63,62,"fake"
"1755",11,3,0,0,3,3,66,63,"fake"
"1756",14,11,0,1,8,7,83,79,"fake"
"1757",20,7,0,0,4,7,117,117,"fake"
"1758",13,8,0,0,5,6,126,121,"fake"
"1759",18,4,0,1,10,1,93,90,"fake"
"1760",9,0,0,0,0,3,57,55,"fake"
"1761",11,3,0,0,4,5,76,73,"fake"
"1762",15,4,0,1,6,5,82,76,"fake"
"1763",10,3,0,0,1,7,95,91,"fake"
"1764",10,2,0,0,2,4,71,69,"fake"
"1765",37,10,0,1,14,13,228,217,"fake"
"1766",4,1,0,0,1,2,47,46,"fake"
"1767",16,5,0,1,7,1,83,79,"fake"
"1768",17,2,0,0,3,12,77,75,"fake"
"1769",16,16,0,1,15,7,127,126,"fake"
"1770",17,1,0,0,1,8,67,65,"fake"
"1771",7,1,0,0,1,4,60,56,"fake"
"1772",6,0,0,0,1,3,60,60,"fake"
"1773",12,4,0,0,1,3,82,78,"fake"
"1774",8,1,0,0,1,4,58,56,"fake"
"1775",13,3,0,0,2,8,72,70,"fake"
"1776",16,5,0,1,8,3,83,83,"fake"
"1777",52,11,0,1,17,16,268,264,"fake"
"1778",24,7,0,0,4,12,114,109,"fake"
"1779",19,2,0,1,6,5,86,82,"fake"
"1780",8,1,0,0,2,3,48,48,"fake"
"1781",16,2,0,0,4,7,88,83,"fake"
"1782",10,7,0,1,4,3,95,90,"fake"
"1783",8,1,0,0,2,3,61,57,"fake"
"1784",7,3,0,0,1,7,73,69,"fake"
"1785",8,0,0,0,1,5,59,58,"fake"
"1786",13,1,0,1,4,3,58,54,"fake"
"1787",27,8,0,0,4,7,141,139,"fake"
"1788",15,2,0,1,7,4,98,94,"fake"
"1789",6,5,0,0,1,2,79,78,"fake"
"1790",25,12,0,1,13,8,132,124,"fake"
"1791",14,3,0,0,1,6,79,76,"fake"
"1792",20,11,0,0,9,9,123,113,"fake"
"1793",30,3,0,0,11,14,93,87,"fake"
"1794",16,3,0,0,2,6,91,91,"fake"
"1795",19,1,0,1,5,3,78,76,"fake"
"1796",19,1,0,0,3,4,97,97,"fake"
"1797",16,2,0,1,7,5,65,64,"fake"
"1798",17,3,0,1,3,2,104,102,"fake"
"1799",11,6,0,0,3,3,79,75,"fake"
"1800",12,3,0,1,8,0,67,67,"fake"
"1801",41,12,0,0,12,17,169,165,"fake"
"1802",10,1,0,1,3,2,74,71,"fake"
"1803",18,4,0,1,8,5,105,101,"fake"
"1804",18,3,0,1,9,7,82,81,"fake"
"1805",13,1,0,0,4,4,104,101,"fake"
"1806",16,8,0,1,12,7,120,115,"fake"
"1807",14,3,0,0,4,5,96,93,"fake"
"1808",12,7,0,1,8,4,103,96,"fake"
"1809",29,8,0,1,15,7,178,170,"fake"
"1810",17,5,0,1,8,5,85,84,"fake"
"1811",23,1,0,0,5,8,90,89,"fake"
"1812",10,5,0,0,2,6,97,97,"fake"
"1813",12,12,0,0,6,7,117,112,"fake"
"1814",9,2,0,0,2,4,77,73,"fake"
"1815",22,11,0,1,12,5,130,126,"fake"
"1816",27,1,0,0,7,8,198,196,"fake"
"1817",27,3,0,0,6,9,152,148,"fake"
"1818",12,10,0,0,7,7,114,108,"fake"
"1819",12,3,0,1,8,3,80,74,"fake"
"1820",9,3,0,0,3,5,97,94,"fake"
"1821",23,5,0,0,7,13,92,92,"fake"
"1822",9,1,0,0,2,4,81,78,"fake"
"1823",12,3,0,1,5,1,59,53,"fake"
"1824",20,8,0,1,10,5,87,78,"fake"
"1825",14,5,0,1,6,1,113,109,"fake"
"1826",9,9,0,1,5,4,84,82,"fake"
"1827",19,6,0,0,8,8,86,81,"fake"
"1828",33,12,0,0,13,15,177,172,"fake"
"1829",21,8,0,0,7,7,90,84,"fake"
"1830",11,2,0,1,1,0,62,62,"fake"
"1831",16,6,0,1,6,3,98,95,"fake"
"1832",8,2,0,0,1,4,79,70,"fake"
"1833",10,3,0,0,2,6,86,81,"fake"
"1834",9,4,0,0,4,6,83,79,"fake"
"1835",29,6,0,0,8,13,121,119,"fake"
"1836",9,2,0,1,4,2,86,83,"fake"
"1837",16,10,0,1,11,3,97,95,"fake"
"1838",9,3,0,0,2,3,70,68,"fake"
"1839",11,2,0,0,4,5,64,61,"fake"
"1840",7,8,0,0,3,6,116,109,"fake"
"1841",23,4,0,0,5,5,103,98,"fake"
"1842",12,6,0,0,4,8,67,65,"fake"
"1843",15,1,0,0,3,5,110,107,"fake"
"1844",19,0,0,0,4,5,89,88,"fake"
"1845",61,11,0,1,20,19,228,219,"fake"
"1846",19,8,0,1,15,3,158,149,"fake"
"1847",5,3,0,0,2,2,49,47,"fake"
"1848",15,1,0,0,3,4,82,82,"fake"
"1849",12,6,0,0,6,6,68,64,"fake"
"1850",21,3,0,1,10,2,129,124,"fake"
"1851",18,10,0,0,8,8,88,83,"fake"
"1852",3,1,0,0,0,0,44,44,"fake"
"1853",10,6,0,0,6,6,105,98,"fake"
"1854",25,5,0,1,10,8,94,88,"fake"
"1855",26,7,0,1,12,6,146,138,"fake"
"1856",28,10,0,0,8,8,146,136,"fake"
"1857",16,5,0,0,3,3,141,134,"fake"
"1858",18,1,0,0,5,8,84,83,"fake"
"1859",18,7,0,1,7,5,106,102,"fake"
"1860",28,11,0,1,16,9,141,137,"fake"
"1861",14,0,0,0,4,4,84,82,"fake"
"1862",6,2,0,0,4,4,53,51,"fake"
"1863",10,8,0,1,7,4,71,66,"fake"
"1864",12,5,0,0,5,7,77,72,"fake"
"1865",29,8,0,1,15,12,238,233,"fake"
"1866",33,3,0,0,5,13,130,128,"fake"
"1867",13,1,0,0,0,5,66,63,"fake"
"1868",15,7,0,0,5,11,75,74,"fake"
"1869",13,5,0,0,2,2,107,104,"fake"
"1870",11,8,0,1,9,3,93,93,"fake"
"1871",9,7,0,1,4,3,84,80,"fake"
"1872",17,6,0,1,9,7,95,94,"fake"
"1873",12,5,0,1,3,1,142,137,"fake"
"1874",16,5,0,1,7,3,103,102,"fake"
"1875",23,1,0,0,6,6,124,124,"fake"
"1876",23,3,0,0,4,13,121,119,"fake"
"1877",9,4,0,0,1,4,64,60,"fake"
"1878",16,3,0,0,4,11,68,68,"fake"
"1879",16,1,0,0,1,5,106,103,"fake"
"1880",10,1,0,0,2,5,72,66,"fake"
"1881",26,7,0,1,10,6,133,129,"fake"
"1882",62,12,0,0,13,34,312,301,"fake"
"1883",10,8,0,1,6,5,68,64,"fake"
"1884",22,4,0,0,5,14,86,84,"fake"
"1885",15,9,0,0,5,9,96,93,"fake"
"1886",11,4,0,1,2,1,89,87,"fake"
"1887",17,0,0,0,0,6,107,106,"fake"
"1888",20,1,0,0,2,4,72,67,"fake"
"1889",39,22,0,1,21,7,233,220,"fake"
"1890",34,13,0,1,17,9,193,184,"fake"
"1891",9,5,0,1,5,1,60,56,"fake"
"1892",11,4,0,0,4,4,63,61,"fake"
"1893",23,5,0,1,7,5,95,86,"fake"
"1894",28,5,0,1,14,7,184,179,"fake"
"1895",11,1,0,1,3,1,92,88,"fake"
"1896",21,5,0,1,9,3,93,90,"fake"
"1897",16,11,0,1,8,5,93,88,"fake"
"1898",42,35,0,0,23,28,284,263,"fake"
"1899",7,4,0,1,4,3,69,67,"fake"
"1900",5,4,0,1,3,2,54,53,"fake"
"1901",9,0,0,0,1,1,66,65,"fake"
"1902",17,3,0,0,6,6,84,82,"fake"
"1903",12,2,0,1,6,1,66,65,"fake"
"1904",12,3,0,0,4,4,115,114,"fake"
"1905",15,1,0,1,5,4,74,70,"fake"
"1906",36,7,0,0,5,9,146,143,"fake"
"1907",7,6,0,1,3,2,62,58,"fake"
"1908",20,6,0,1,10,4,128,125,"fake"
"1909",24,5,0,0,10,10,95,94,"fake"
"1910",11,5,0,1,5,4,66,65,"fake"
"1911",12,1,0,1,7,4,62,58,"fake"
"1912",18,3,0,1,8,4,76,73,"fake"
"1913",16,7,0,1,10,5,111,108,"fake"
"1914",8,7,0,0,1,3,54,50,"fake"
"1915",10,4,0,0,4,4,67,65,"fake"
"1916",13,5,0,0,2,6,78,75,"fake"
"1917",12,7,0,1,6,2,83,80,"fake"
"1918",7,4,0,1,4,3,95,95,"fake"
"1919",5,7,0,0,3,4,65,64,"fake"
"1920",12,5,0,0,6,6,79,78,"fake"
"1921",12,6,0,1,13,0,74,71,"fake"
"1922",21,8,0,0,7,9,101,97,"fake"
"1923",15,5,0,1,12,3,74,71,"fake"
"1924",25,6,0,1,13,7,146,142,"fake"
"1925",24,10,0,0,8,12,122,119,"fake"
"1926",19,3,0,0,3,10,79,73,"fake"
"1927",15,13,0,0,10,10,137,130,"fake"
"1928",15,3,0,1,8,5,72,70,"fake"
"1929",19,6,0,1,13,3,108,101,"fake"
"1930",15,3,0,0,4,4,125,123,"fake"
"1931",9,4,0,1,4,3,69,66,"fake"
"1932",14,2,0,0,2,6,55,55,"fake"
"1933",5,7,0,1,4,2,74,72,"fake"
"1934",14,15,0,1,13,8,106,101,"fake"
"1935",12,5,0,0,3,3,117,111,"fake"
"1936",30,2,0,1,9,5,129,126,"fake"
"1937",16,4,0,0,4,11,72,71,"fake"
"1938",10,8,0,1,7,3,92,88,"fake"
"1939",9,3,0,0,3,3,120,115,"fake"
"1940",25,4,0,1,8,7,116,113,"fake"
"1941",8,10,0,1,9,2,79,77,"fake"
"1942",5,6,0,1,5,2,55,53,"fake"
"1943",24,8,0,0,6,12,129,122,"fake"
"1944",6,4,0,1,2,1,37,37,"fake"
"1945",8,1,0,1,3,1,88,84,"fake"
"1946",18,1,0,0,6,8,90,87,"fake"
"1947",19,5,0,0,1,12,110,103,"fake"
"1948",6,1,0,0,2,2,80,77,"fake"
"1949",7,1,0,0,2,4,87,85,"fake"
"1950",30,6,0,1,11,5,172,169,"fake"
"1951",21,2,0,0,6,6,109,107,"fake"
"1952",7,5,0,0,2,5,74,69,"fake"
"1953",6,6,0,0,2,3,65,63,"fake"
"1954",15,15,0,1,14,6,131,127,"fake"
"1955",15,10,0,0,4,10,109,104,"fake"
"1956",35,7,0,1,15,7,176,169,"fake"
"1957",3,0,0,0,0,1,12,12,"fake"
"1958",25,10,0,0,8,11,156,145,"fake"
"1959",21,3,0,0,5,6,106,101,"fake"
"1960",9,2,0,1,4,2,48,46,"fake"
"1961",13,3,0,1,7,6,48,47,"fake"
"1962",7,5,0,0,3,3,68,63,"fake"
"1963",24,9,0,1,15,6,185,174,"fake"
"1964",13,9,0,0,3,4,85,81,"fake"
"1965",16,4,0,1,7,6,127,125,"fake"
"1966",15,14,0,1,11,4,97,91,"fake"
"1967",19,4,0,0,3,11,101,96,"fake"
"1968",13,3,0,1,5,3,74,74,"fake"
"1969",38,10,0,1,13,10,164,154,"fake"
"1970",35,3,0,0,8,11,178,175,"fake"
"1971",17,8,0,0,6,7,82,82,"fake"
"1972",22,1,0,1,8,4,90,89,"fake"
"1973",17,6,0,1,5,3,161,152,"fake"
"1974",12,11,0,1,6,5,83,83,"fake"
"1975",4,5,0,1,2,0,63,63,"fake"
"1976",18,1,0,0,4,8,59,59,"fake"
"1977",19,12,0,0,9,10,116,115,"fake"
"1978",13,4,0,1,3,1,74,74,"fake"
"1979",14,7,0,0,4,10,73,66,"fake"
"1980",12,9,0,1,9,1,104,101,"fake"
"1981",13,5,0,1,5,1,112,106,"fake"
"1982",15,8,0,1,8,6,103,100,"fake"
"1983",13,5,0,1,9,3,74,73,"fake"
"1984",20,8,0,1,9,8,113,109,"fake"
"1985",38,2,0,0,10,18,125,124,"fake"
"1986",15,8,0,0,6,7,103,99,"fake"
"1987",13,3,0,0,3,9,104,104,"fake"
"1988",14,0,0,0,1,2,53,52,"fake"
"1989",12,3,0,0,3,5,99,94,"fake"
"1990",21,4,0,0,7,7,114,110,"fake"
"1991",27,5,0,0,8,14,158,149,"fake"
"1992",37,8,0,1,16,10,210,200,"fake"
"1993",16,3,0,1,7,5,77,77,"fake"
"1994",32,14,0,1,14,13,196,191,"fake"
"1995",15,4,0,1,9,6,104,98,"fake"
"1996",12,7,0,1,5,3,70,67,"fake"
"1997",11,2,0,1,6,5,106,103,"fake"
"1998",18,4,0,0,5,5,94,92,"fake"
"1999",6,0,0,0,2,2,42,38,"fake"
"2000",31,10,0,0,11,14,156,151,"fake"
"2001",49,2,0,1,18,11,178,167,"fake"
"2002",10,3,0,1,6,1,68,66,"fake"
"2003",11,3,0,1,5,0,65,62,"fake"
"2004",20,12,0,1,12,11,131,120,"fake"
"2005",7,0,0,1,4,2,54,53,"fake"
"2006",13,5,0,0,3,4,90,80,"fake"
"2007",8,4,0,1,7,2,60,57,"fake"
"2008",19,2,0,0,5,5,122,116,"fake"
"2009",13,1,0,0,1,4,74,68,"fake"
"2010",8,0,0,0,0,2,62,62,"fake"
"2011",11,4,0,0,5,5,71,69,"fake"
"2012",12,8,0,0,4,8,105,100,"fake"
"2013",28,5,0,1,13,8,139,132,"fake"
"2014",13,3,0,1,9,2,62,62,"fake"
"2015",24,6,0,0,9,9,103,97,"fake"
"2016",12,14,0,1,11,2,93,85,"fake"
"2017",3,1,0,0,0,0,38,35,"fake"
"2018",23,10,0,1,8,5,127,122,"fake"
"2019",9,3,0,1,4,2,60,57,"fake"
"2020",8,3,0,1,7,0,49,48,"fake"
"2021",17,1,0,1,8,3,58,54,"fake"
"2022",13,1,0,0,5,5,78,73,"fake"
"2023",13,10,0,1,7,5,92,88,"fake"
"2024",24,4,0,0,5,8,102,99,"fake"
