"";"palavras";"n";"tot_rel"
"1192";"cardozo";58;0,000149258724558464
"1193";"cidades";58;0,000149258724558464
"1194";"colegas";58;0,000149258724558464
"1195";"colocou";58;0,000149258724558464
"1196";"coluna";58;0,000149258724558464
"1197";"criar";58;0,000149258724558464
"1198";"cruz";58;0,000149258724558464
"1199";"delegacia";58;0,000149258724558464
"1200";"dialogo";58;0,000149258724558464
"1201";"diretamente";58;0,000149258724558464
"1202";"empresarios";58;0,000149258724558464
"1203";"espirito";58;0,000149258724558464
"1204";"famoso";58;0,000149258724558464
"1205";"helicoptero";58;0,000149258724558464
"1206";"humano";58;0,000149258724558464
"1207";"irao";58;0,000149258724558464
"1208";"jean";58;0,000149258724558464
"1209";"lancamento";58;0,000149258724558464
"1210";"mandou";58;0,000149258724558464
"1211";"medica";58;0,000149258724558464
"1212";"negou";58;0,000149258724558464
"1213";"neto";58;0,000149258724558464
"1214";"possuem";58;0,000149258724558464
"1215";"realizada";58;0,000149258724558464
"1216";"servidores";58;0,000149258724558464
"1217";"suspeita";58;0,000149258724558464
"1218";"tratamento";58;0,000149258724558464
"1219";"virou";58;0,000149258724558464
"1220";"barbosa";57;0,000146685298272974
"1221";"chamar";57;0,000146685298272974
"1222";"coreana";57;0,000146685298272974
"1223";"encontrou";57;0,000146685298272974
"1224";"energia";57;0,000146685298272974
"1225";"envolvidos";57;0,000146685298272974
"1226";"escola";57;0,000146685298272974
"1227";"estudo";57;0,000146685298272974
"1228";"filme";57;0,000146685298272974
"1229";"gravacoes";57;0,000146685298272974
"1230";"modelo";57;0,000146685298272974
"1231";"modo";57;0,000146685298272974
"1232";"paga";57;0,000146685298272974
"1233";"preventiva";57;0,000146685298272974
"1234";"reu";57;0,000146685298272974
"1235";"saiu";57;0,000146685298272974
"1236";"sofrer";57;0,000146685298272974
"1237";"terceiro";57;0,000146685298272974
"1238";"tornou";57;0,000146685298272974
"1239";"visto";57;0,000146685298272974
"1240";"acusacao";56;0,000144111871987483
"1241";"apresentar";56;0,000144111871987483
"1242";"basta";56;0,000144111871987483
"1243";"chances";56;0,000144111871987483
"1244";"classe";56;0,000144111871987483
"1245";"custo";56;0,000144111871987483
"1246";"detalhe";56;0,000144111871987483
"1247";"europa";56;0,000144111871987483
"1248";"excelencia";56;0,000144111871987483
"1249";"interesse";56;0,000144111871987483
"1250";"irma";56;0,000144111871987483
"1251";"matar";56;0,000144111871987483
"1252";"olimpica";56;0,000144111871987483
"1253";"representa";56;0,000144111871987483
"1254";"serem";56;0,000144111871987483
"1255";"vi";56;0,000144111871987483
"1256";"votar";56;0,000144111871987483
"1257";"acaba";55;0,000141538445701992
"1258";"alma";55;0,000141538445701992
"1259";"caminho";55;0,000141538445701992
"1260";"conseguir";55;0,000141538445701992
"1261";"desenvolvimento";55;0,000141538445701992
"1262";"ilegal";55;0,000141538445701992
"1263";"lewandowski";55;0,000141538445701992
"1264";"pessoais";55;0,000141538445701992
"1265";"profissionais";55;0,000141538445701992
"1266";"profissional";55;0,000141538445701992
"1267";"prometeu";55;0,000141538445701992
"1268";"propriedade";55;0,000141538445701992
"1269";"prova";55;0,000141538445701992
"1270";"veio";55;0,000141538445701992
"1271";"abrir";54;0,000138965019416501
"1272";"andrade";54;0,000138965019416501
"1273";"atividades";54;0,000138965019416501
"1274";"audiencia";54;0,000138965019416501
"1275";"branca";54;0,000138965019416501
"1276";"bruno";54;0,000138965019416501
"1277";"certeza";54;0,000138965019416501
"1278";"comentarios";54;0,000138965019416501
"1279";"contato";54;0,000138965019416501
"1280";"eike";54;0,000138965019416501
"1281";"explicar";54;0,000138965019416501
"1282";"extremamente";54;0,000138965019416501
"1283";"interior";54;0,000138965019416501
"1284";"mandado";54;0,000138965019416501
"1285";"nestor";54;0,000138965019416501
"1286";"nobre";54;0,000138965019416501
"1287";"oito";54;0,000138965019416501
"1288";"politicas";54;0,000138965019416501
"1289";"queda";54;0,000138965019416501
"1290";"rocha";54;0,000138965019416501
"1291";"vieira";54;0,000138965019416501
"1292";"visita";54;0,000138965019416501
"1293";"washington";54;0,000138965019416501
"1294";"alcance";53;0,000136391593131011
"1295";"apontam";53;0,000136391593131011
"1296";"associacao";53;0,000136391593131011
"1297";"chegaram";53;0,000136391593131011
"1298";"claudia";53;0,000136391593131011
"1299";"ditadura";53;0,000136391593131011
"1300";"executivos";53;0,000136391593131011
"1301";"familiares";53;0,000136391593131011
"1302";"frota";53;0,000136391593131011
"1303";"informa";53;0,000136391593131011
"1304";"john";53;0,000136391593131011
"1305";"junho";53;0,000136391593131011
"1306";"lancar";53;0,000136391593131011
"1307";"mercado";53;0,000136391593131011
"1308";"moral";53;0,000136391593131011
"1309";"produtos";53;0,000136391593131011
"1310";"responder";53;0,000136391593131011
"1311";"rouanet";53;0,000136391593131011
"1312";"soltou";53;0,000136391593131011
"1313";"suspeito";53;0,000136391593131011
"1314";"transpetro";53;0,000136391593131011
"1315";"verdadeiro";53;0,000136391593131011
"1316";"zona";53;0,000136391593131011
"1317";"comandante";52;0,00013381816684552
"1318";"cuidado";52;0,00013381816684552
"1319";"cupula";52;0,00013381816684552
"1320";"estadual";52;0,00013381816684552
"1321";"funcionario";52;0,00013381816684552
"1322";"inteiro";52;0,00013381816684552
"1323";"istoe";52;0,00013381816684552
"1324";"jo";52;0,00013381816684552
"1325";"jogo";52;0,00013381816684552
"1326";"linha";52;0,00013381816684552
"1327";"manifestacoes";52;0,00013381816684552
"1328";"moradores";52;0,00013381816684552
"1329";"negocios";52;0,00013381816684552
"1330";"pedindo";52;0,00013381816684552
"1331";"quebra";52;0,00013381816684552
"1332";"sabemos";52;0,00013381816684552
"1333";"terao";52;0,00013381816684552
"1334";"torno";52;0,00013381816684552
"1335";"administracao";51;0,000131244740560029
"1336";"apreensao";51;0,000131244740560029
"1337";"belo";51;0,000131244740560029
"1338";"cabral";51;0,000131244740560029
"1339";"cita";51;0,000131244740560029
"1340";"citados";51;0,000131244740560029
"1341";"conhecimento";51;0,000131244740560029
"1342";"construir";51;0,000131244740560029
"1343";"criminosos";51;0,000131244740560029
"1344";"despesas";51;0,000131244740560029
"1345";"disputa";51;0,000131244740560029
"1346";"encontrado";51;0,000131244740560029
"1347";"escritorio";51;0,000131244740560029
"1348";"evidencias";51;0,000131244740560029
"1349";"influencia";51;0,000131244740560029
"1350";"kcna";51;0,000131244740560029
"1351";"mostrar";51;0,000131244740560029
"1352";"obstrucao";51;0,000131244740560029
"1353";"odio";51;0,000131244740560029
"1354";"presidio";51;0,000131244740560029
"1355";"provavel";51;0,000131244740560029
"1356";"recente";51;0,000131244740560029
"1357";"sbt";51;0,000131244740560029
"1358";"sete";51;0,000131244740560029
"1359";"tom";51;0,000131244740560029
"1360";"vila";51;0,000131244740560029
"1361";"advogada";50;0,000128671314274538
"1362";"agir";50;0,000128671314274538
"1363";"alegre";50;0,000128671314274538
"1364";"apresentou";50;0,000128671314274538
"1365";"atuacao";50;0,000128671314274538
"1366";"bancada";50;0,000128671314274538
"1367";"bens";50;0,000128671314274538
"1368";"bombas";50;0,000128671314274538
"1369";"candidatura";50;0,000128671314274538
"1370";"castro";50;0,000128671314274538
"1371";"clima";50;0,000128671314274538
"1372";"comecar";50;0,000128671314274538
"1373";"comentario";50;0,000128671314274538
"1374";"comigo";50;0,000128671314274538
"1375";"comum";50;0,000128671314274538
"1376";"comunistas";50;0,000128671314274538
"1377";"cumprir";50;0,000128671314274538
"1378";"emprego";50;0,000128671314274538
"1379";"fiscais";50;0,000128671314274538
"1380";"fome";50;0,000128671314274538
"1381";"fontes";50;0,000128671314274538
"1382";"ganhou";50;0,000128671314274538
"1383";"indicios";50;0,000128671314274538
"1384";"investiga";50;0,000128671314274538
"1385";"islamico";50;0,000128671314274538
"1386";"jeito";50;0,000128671314274538
"1387";"pegar";50;0,000128671314274538
"1388";"pimentel";50;0,000128671314274538
"1389";"poderoso";50;0,000128671314274538
"1390";"record";50;0,000128671314274538
"1391";"referencia";50;0,000128671314274538
"1392";"residencia";50;0,000128671314274538
"1393";"serio";50;0,000128671314274538
"1394";"trabalha";50;0,000128671314274538
"1395";"caos";49;0,000126097887989048
"1396";"carreira";49;0,000126097887989048
"1397";"carros";49;0,000126097887989048
"1398";"departamento";49;0,000126097887989048
"1399";"derrubar";49;0,000126097887989048
"1400";"enviou";49;0,000126097887989048
"1401";"exercicios";49;0,000126097887989048
"1402";"familias";49;0,000126097887989048
"1403";"felipe";49;0,000126097887989048
"1404";"judicial";49;0,000126097887989048
"1405";"maximo";49;0,000126097887989048
"1406";"menor";49;0,000126097887989048
"1407";"mortos";49;0,000126097887989048
"1408";"negocio";49;0,000126097887989048
"1409";"perfil";49;0,000126097887989048
"1410";"planejamento";49;0,000126097887989048
"1411";"possam";49;0,000126097887989048
"1412";"precisamos";49;0,000126097887989048
"1413";"preve";49;0,000126097887989048
"1414";"quiser";49;0,000126097887989048
"1415";"realizar";49;0,000126097887989048
"1416";"recurso";49;0,000126097887989048
"1417";"registro";49;0,000126097887989048
"1418";"rua";49;0,000126097887989048
"1419";"veiculo";49;0,000126097887989048
"1420";"wagner";49;0,000126097887989048
"1421";"abriu";48;0,000123524461703557
"1422";"alvos";48;0,000123524461703557
"1423";"bolsa";48;0,000123524461703557
"1424";"combater";48;0,000123524461703557
"1425";"curso";48;0,000123524461703557
"1426";"cut";48;0,000123524461703557
"1427";"defendeu";48;0,000123524461703557
"1428";"denunciado";48;0,000123524461703557
"1429";"descobriu";48;0,000123524461703557
"1430";"faria";48;0,000123524461703557
"1431";"fiscal";48;0,000123524461703557
"1432";"honesta";48;0,000123524461703557
"1433";"km";48;0,000123524461703557
"1434";"locais";48;0,000123524461703557
"1435";"morto";48;0,000123524461703557
"1436";"pagou";48;0,000123524461703557
"1437";"pequeno";48;0,000123524461703557
"1438";"proprios";48;0,000123524461703557
"1439";"provar";48;0,000123524461703557
"1440";"questoes";48;0,000123524461703557
"1441";"resumindo";48;0,000123524461703557
"1442";"sarney";48;0,000123524461703557
"1443";"sequer";48;0,000123524461703557
"1444";"sofre";48;0,000123524461703557
"1445";"tras";48;0,000123524461703557
"1446";"vista";48;0,000123524461703557
"1447";"york";48;0,000123524461703557
"1448";"acontecendo";47;0,000120951035418066
"1449";"citou";47;0,000120951035418066
"1450";"cpi";47;0,000120951035418066
"1451";"economico";47;0,000120951035418066
"1452";"escolas";47;0,000120951035418066
"1453";"ganha";47;0,000120951035418066
"1454";"irmao";47;0,000120951035418066
"1455";"jornais";47;0,000120951035418066
"1456";"luz";47;0,000120951035418066
"1457";"mala";47;0,000120951035418066
"1458";"media";47;0,000120951035418066
"1459";"mentira";47;0,000120951035418066
"1460";"mg";47;0,000120951035418066
"1461";"mostram";47;0,000120951035418066
"1462";"musica";47;0,000120951035418066
"1463";"olimpiadas";47;0,000120951035418066
"1464";"participou";47;0,000120951035418066
"1465";"passando";47;0,000120951035418066
"1466";"pensa";47;0,000120951035418066
"1467";"pobres";47;0,000120951035418066
"1468";"posicao";47;0,000120951035418066
"1469";"producao";47;0,000120951035418066
"1470";"realidade";47;0,000120951035418066
"1471";"receberam";47;0,000120951035418066
"1472";"receita";47;0,000120951035418066
"1473";"renda";47;0,000120951035418066
"1474";"ressaltar";47;0,000120951035418066
"1475";"rodrigues";47;0,000120951035418066
"1476";"si";47;0,000120951035418066
"1477";"titulo";47;0,000120951035418066
"1478";"tratar";47;0,000120951035418066
"1479";"uns";47;0,000120951035418066
"1480";"aliado";46;0,000118377609132575
"1481";"ambito";46;0,000118377609132575
"1482";"apontou";46;0,000118377609132575
"1483";"carater";46;0,000118377609132575
"1484";"cerebro";46;0,000118377609132575
"1485";"certa";46;0,000118377609132575
"1486";"comunicado";46;0,000118377609132575
"1487";"consegue";46;0,000118377609132575
"1488";"dao";46;0,000118377609132575
"1489";"decisoes";46;0,000118377609132575
"1490";"destino";46;0,000118377609132575
"1491";"divulgacao";46;0,000118377609132575
"1492";"divulgar";46;0,000118377609132575
"1493";"errado";46;0,000118377609132575
"1494";"espaco";46;0,000118377609132575
"1495";"estara";46;0,000118377609132575
"1496";"foco";46;0,000118377609132575
"1497";"ganhar";46;0,000118377609132575
"1498";"ia";46;0,000118377609132575
"1499";"impedir";46;0,000118377609132575
"1500";"jardim";46;0,000118377609132575
"1501";"juntos";46;0,000118377609132575
"1502";"limites";46;0,000118377609132575
"1503";"manifestacao";46;0,000118377609132575
"1504";"marqueteiro";46;0,000118377609132575
"1505";"ocupar";46;0,000118377609132575
"1506";"padilha";46;0,000118377609132575
"1507";"pau";46;0,000118377609132575
"1508";"perante";46;0,000118377609132575
"1509";"piada";46;0,000118377609132575
"1510";"piloto";46;0,000118377609132575
"1511";"porta";46;0,000118377609132575
"1512";"preocupacao";46;0,000118377609132575
"1513";"processar";46;0,000118377609132575
"1514";"quadrilha";46;0,000118377609132575
"1515";"setor";46;0,000118377609132575
"1516";"stj";46;0,000118377609132575
"1517";"suica";46;0,000118377609132575
"1518";"telefone";46;0,000118377609132575
"1519";"tiro";46;0,000118377609132575
"1520";"tomada";46;0,000118377609132575
"1521";"vontade";46;0,000118377609132575
"1522";"alegando";45;0,000115804182847084
"1523";"alves";45;0,000115804182847084
"1524";"araujo";45;0,000115804182847084
"1525";"bahia";45;0,000115804182847084
"1526";"cela";45;0,000115804182847084
"1527";"comeca";45;0,000115804182847084
"1528";"comecaram";45;0,000115804182847084
"1529";"cometeu";45;0,000115804182847084
"1530";"comprou";45;0,000115804182847084
"1531";"conducao";45;0,000115804182847084
"1532";"corre";45;0,000115804182847084
"1533";"decreto";45;0,000115804182847084
"1534";"deram";45;0,000115804182847084
"1535";"determinou";45;0,000115804182847084
"1536";"drogas";45;0,000115804182847084
"1537";"emergencia";45;0,000115804182847084
"1538";"especialista";45;0,000115804182847084
"1539";"esperar";45;0,000115804182847084
"1540";"estariam";45;0,000115804182847084
"1541";"exame";45;0,000115804182847084
"1542";"exatamente";45;0,000115804182847084
"1543";"farias";45;0,000115804182847084
"1544";"feitos";45;0,000115804182847084
"1545";"financiamento";45;0,000115804182847084
"1546";"fronteira";45;0,000115804182847084
"1547";"guimaraes";45;0,000115804182847084
"1548";"instagram";45;0,000115804182847084
"1549";"paris";45;0,000115804182847084
"1550";"pp";45;0,000115804182847084
"1551";"precisou";45;0,000115804182847084
"1552";"presentes";45;0,000115804182847084
"1553";"questionado";45;0,000115804182847084
"1554";"recentemente";45;0,000115804182847084
"1555";"responsaveis";45;0,000115804182847084
"1556";"restaurante";45;0,000115804182847084
"1557";"suficiente";45;0,000115804182847084
"1558";"sugeriu";45;0,000115804182847084
"1559";"suspensao";45;0,000115804182847084
"1560";"terrorista";45;0,000115804182847084
"1561";"toffoli";45;0,000115804182847084
"1562";"trabalhando";45;0,000115804182847084
"1563";"tragedia";45;0,000115804182847084
"1564";"viver";45;0,000115804182847084
"1565";"vossa";45;0,000115804182847084
"1566";"acrescentou";44;0,000113230756561594
"1567";"agosto";44;0,000113230756561594
"1568";"alckmin";44;0,000113230756561594
"1569";"autorizacao";44;0,000113230756561594
"1570";"bairro";44;0,000113230756561594
"1571";"cameras";44;0,000113230756561594
"1572";"candidatos";44;0,000113230756561594
"1573";"chao";44;0,000113230756561594
"1574";"codigo";44;0,000113230756561594
"1575";"comportamento";44;0,000113230756561594
"1576";"conversas";44;0,000113230756561594
"1577";"correa";44;0,000113230756561594
"1578";"dezenas";44;0,000113230756561594
"1579";"direta";44;0,000113230756561594
"1580";"doencas";44;0,000113230756561594
"1581";"empreiteiras";44;0,000113230756561594
"1582";"figura";44;0,000113230756561594
"1583";"fortuna";44;0,000113230756561594
"1584";"garantir";44;0,000113230756561594
"1585";"katia";44;0,000113230756561594
"1586";"legal";44;0,000113230756561594
"1587";"livrar";44;0,000113230756561594
"1588";"livro";44;0,000113230756561594
"1589";"marinha";44;0,000113230756561594
"1590";"ne";44;0,000113230756561594
"1591";"pensao";44;0,000113230756561594
"1592";"poderes";44;0,000113230756561594
"1593";"portugal";44;0,000113230756561594
"1594";"preco";44;0,000113230756561594
"1595";"projetos";44;0,000113230756561594
"1596";"promete";44;0,000113230756561594
"1597";"publicidade";44;0,000113230756561594
"1598";"rico";44;0,000113230756561594
"1599";"semanas";44;0,000113230756561594
"1600";"solucao";44;0,000113230756561594
"1601";"terceira";44;0,000113230756561594
"1602";"testes";44;0,000113230756561594
"1603";"transformar";44;0,000113230756561594
"1604";"tropas";44;0,000113230756561594
"1605";"vir";44;0,000113230756561594
"1606";"armada";43;0,000110657330276103
"1607";"assuntos";43;0,000110657330276103
"1608";"bancos";43;0,000110657330276103
"1609";"bebe";43;0,000110657330276103
"1610";"centenas";43;0,000110657330276103
"1611";"complexo";43;0,000110657330276103
"1612";"consequencias";43;0,000110657330276103
"1613";"continuam";43;0,000110657330276103
"1614";"coracao";43;0,000110657330276103
"1615";"criminal";43;0,000110657330276103
"1616";"desabafou";43;0,000110657330276103
"1617";"distrito";43;0,000110657330276103
"1618";"entanto";43;0,000110657330276103
"1619";"estadio";43;0,000110657330276103
"1620";"expressao";43;0,000110657330276103
"1621";"fevereiro";43;0,000110657330276103
"1622";"financeira";43;0,000110657330276103
"1623";"internado";43;0,000110657330276103
"1624";"jogar";43;0,000110657330276103
"1625";"maduro";43;0,000110657330276103
"1626";"metros";43;0,000110657330276103
"1627";"nordeste";43;0,000110657330276103
"1628";"nunes";43;0,000110657330276103
"1629";"parou";43;0,000110657330276103
"1630";"paula";43;0,000110657330276103
"1631";"rapido";43;0,000110657330276103
"1632";"sangue";43;0,000110657330276103
"1633";"vice";43;0,000110657330276103
"1634";"absurdo";42;0,000108083903990612
"1635";"alvaro";42;0,000108083903990612
"1636";"assistir";42;0,000108083903990612
"1637";"blog";42;0,000108083903990612
"1638";"camargo";42;0,000108083903990612
"1639";"casas";42;0,000108083903990612
"1640";"coloca";42;0,000108083903990612
"1641";"confusao";42;0,000108083903990612
"1642";"conhece";42;0,000108083903990612
"1643";"coragem";42;0,000108083903990612
"1644";"duvida";42;0,000108083903990612
"1645";"exteriores";42;0,000108083903990612
"1646";"flagrado";42;0,000108083903990612
"1647";"fortes";42;0,000108083903990612
"1648";"havera";42;0,000108083903990612
"1649";"jantar";42;0,000108083903990612
"1650";"legislativa";42;0,000108083903990612
"1651";"longe";42;0,000108083903990612
"1652";"lulinha";42;0,000108083903990612
"1653";"malta";42;0,000108083903990612
"1654";"mensalao";42;0,000108083903990612
"1655";"missao";42;0,000108083903990612
"1656";"moraes";42;0,000108083903990612
"1657";"morre";42;0,000108083903990612
"1658";"navios";42;0,000108083903990612
"1659";"pao";42;0,000108083903990612
"1660";"prestar";42;0,000108083903990612
"1661";"previdencia";42;0,000108083903990612
"1662";"protecao";42;0,000108083903990612
"1663";"quantidade";42;0,000108083903990612
"1664";"reacao";42;0,000108083903990612
"1665";"revela";42;0,000108083903990612
"1666";"segurancas";42;0,000108083903990612
"1667";"sofrendo";42;0,000108083903990612
"1668";"suprema";42;0,000108083903990612
"1669";"termos";42;0,000108083903990612
"1670";"testemunha";42;0,000108083903990612
"1671";"transporte";42;0,000108083903990612
"1672";"unido";42;0,000108083903990612
"1673";"vira";42;0,000108083903990612
"1674";"acusou";41;0,000105510477705121
"1675";"alvorada";41;0,000105510477705121
"1676";"caras";41;0,000105510477705121
"1677";"clube";41;0,000105510477705121
"1678";"criticou";41;0,000105510477705121
"1679";"daily";41;0,000105510477705121
"1680";"direita";41;0,000105510477705121
"1681";"dor";41;0,000105510477705121
"1682";"eleitorais";41;0,000105510477705121
"1683";"emitiu";41;0,000105510477705121
"1684";"entrega";41;0,000105510477705121
"1685";"equipamentos";41;0,000105510477705121
"1686";"estrangeiros";41;0,000105510477705121
"1687";"explosao";41;0,000105510477705121
"1688";"franca";41;0,000105510477705121
"1689";"fraude";41;0,000105510477705121
"1690";"geraldo";41;0,000105510477705121
"1691";"golpista";41;0,000105510477705121
"1692";"honesto";41;0,000105510477705121
"1693";"infelizmente";41;0,000105510477705121
"1694";"leite";41;0,000105510477705121
"1695";"limite";41;0,000105510477705121
"1696";"melo";41;0,000105510477705121
"1697";"mourao";41;0,000105510477705121
"1698";"mudou";41;0,000105510477705121
"1699";"nega";41;0,000105510477705121
"1700";"nove";41;0,000105510477705121
"1701";"palestras";41;0,000105510477705121
"1702";"pensar";41;0,000105510477705121
"1703";"pequena";41;0,000105510477705121
"1704";"preparando";41;0,000105510477705121
"1705";"presa";41;0,000105510477705121
"1706";"queremos";41;0,000105510477705121
"1707";"reinaldo";41;0,000105510477705121
"1708";"sabendo";41;0,000105510477705121
"1709";"segue";41;0,000105510477705121
"1710";"sindicato";41;0,000105510477705121
"1711";"sites";41;0,000105510477705121
"1712";"souza";41;0,000105510477705121
"1713";"sozinho";41;0,000105510477705121
"1714";"tensoes";41;0,000105510477705121
"1715";"ultimas";41;0,000105510477705121
"1716";"veiculos";41;0,000105510477705121
"1717";"aberta";40;0,000102937051419631
"1718";"aceitar";40;0,000102937051419631
"1719";"aereo";40;0,000102937051419631
"1720";"aposentadoria";40;0,000102937051419631
"1721";"avisou";40;0,000102937051419631
"1722";"barroso";40;0,000102937051419631
"1723";"bastante";40;0,000102937051419631
"1724";"bastidores";40;0,000102937051419631
"1725";"briga";40;0,000102937051419631
"1726";"brincadeira";40;0,000102937051419631
"1727";"chance";40;0,000102937051419631
"1728";"comida";40;0,000102937051419631
"1729";"companhia";40;0,000102937051419631
"1730";"completa";40;0,000102937051419631
"1731";"conjunto";40;0,000102937051419631
"1732";"criacao";40;0,000102937051419631
"1733";"depor";40;0,000102937051419631
"1734";"eleitores";40;0,000102937051419631
"1735";"entra";40;0,000102937051419631
"1736";"esconder";40;0,000102937051419631
"1737";"falsa";40;0,000102937051419631
"1738";"gutierrez";40;0,000102937051419631
"1739";"instituicao";40;0,000102937051419631
"1740";"ler";40;0,000102937051419631
"1741";"moreira";40;0,000102937051419631
"1742";"mudancas";40;0,000102937051419631
"1743";"obrigado";40;0,000102937051419631
"1744";"oportunidade";40;0,000102937051419631
"1745";"particular";40;0,000102937051419631
"1746";"patria";40;0,000102937051419631
"1747";"portanto";40;0,000102937051419631
"1748";"publicamente";40;0,000102937051419631
"1749";"questionou";40;0,000102937051419631
"1750";"relato";40;0,000102937051419631
"1751";"segundos";40;0,000102937051419631
"1752";"sinal";40;0,000102937051419631
"1753";"talvez";40;0,000102937051419631
"1754";"tendo";40;0,000102937051419631
"1755";"valdemiro";40;0,000102937051419631
"1756";"ve";40;0,000102937051419631
"1757";"viagens";40;0,000102937051419631
"1758";"ze";40;0,000102937051419631
"1759";"zeze";40;0,000102937051419631
"1760";"absolutamente";39;0,00010036362513414
"1761";"afirmam";39;0,00010036362513414
"1762";"ameacou";39;0,00010036362513414
"1763";"assumiu";39;0,00010036362513414
"1764";"autorizou";39;0,00010036362513414
"1765";"bombeiros";39;0,00010036362513414
"1766";"branco";39;0,00010036362513414
"1767";"caro";39;0,00010036362513414
"1768";"cerebral";39;0,00010036362513414
"1769";"chico";39;0,00010036362513414
"1770";"chines";39;0,00010036362513414
"1771";"cliente";39;0,00010036362513414
"1772";"completou";39;0,00010036362513414
"1773";"condicao";39;0,00010036362513414
"1774";"culpa";39;0,00010036362513414
"1775";"fidel";39;0,00010036362513414
"1776";"gluten";39;0,00010036362513414
"1777";"humberto";39;0,00010036362513414
"1778";"impressionante";39;0,00010036362513414
"1779";"informaram";39;0,00010036362513414
"1780";"jurista";39;0,00010036362513414
"1781";"literalmente";39;0,00010036362513414
"1782";"normal";39;0,00010036362513414
"1783";"padre";39;0,00010036362513414
"1784";"pago";39;0,00010036362513414
"1785";"panico";39;0,00010036362513414
"1786";"preocupado";39;0,00010036362513414
"1787";"qualidade";39;0,00010036362513414
"1788";"sabem";39;0,00010036362513414
"1789";"silencio";39;0,00010036362513414
"1790";"soares";39;0,00010036362513414
"1791";"sugere";39;0,00010036362513414
"1792";"suspeitas";39;0,00010036362513414
"1793";"terroristas";39;0,00010036362513414
"1794";"vereador";39;0,00010036362513414
"1795";"andar";38;9,77901988486491e-05
"1796";"areas";38;9,77901988486491e-05
"1797";"armado";38;9,77901988486491e-05
"1798";"atentado";38;9,77901988486491e-05
"1799";"cirurgia";38;9,77901988486491e-05
"1800";"conhecida";38;9,77901988486491e-05
"1801";"df";38;9,77901988486491e-05
"1802";"enfrentar";38;9,77901988486491e-05
"1803";"finalizou";38;9,77901988486491e-05
"1804";"fiz";38;9,77901988486491e-05
"1805";"funaro";38;9,77901988486491e-05
"1806";"futebol";38;9,77901988486491e-05
"1807";"hitler";38;9,77901988486491e-05
"1808";"honra";38;9,77901988486491e-05
"1809";"ingles";38;9,77901988486491e-05
"1810";"instalacoes";38;9,77901988486491e-05
"1811";"jogos";38;9,77901988486491e-05
"1812";"levado";38;9,77901988486491e-05
"1813";"link";38;9,77901988486491e-05
"1814";"manifestou";38;9,77901988486491e-05
"1815";"mega";38;9,77901988486491e-05
"1816";"meios";38;9,77901988486491e-05
"1817";"presidenciais";38;9,77901988486491e-05
"1818";"recebendo";38;9,77901988486491e-05
"1819";"sala";38;9,77901988486491e-05
"1820";"tentam";38;9,77901988486491e-05
"1821";"turno";38;9,77901988486491e-05
"1822";"videos";38;9,77901988486491e-05
"1823";"admitiu";37;9,52167725631583e-05
"1824";"apoiar";37;9,52167725631583e-05
"1825";"asilo";37;9,52167725631583e-05
"1826";"atividade";37;9,52167725631583e-05
"1827";"bombardeiros";37;9,52167725631583e-05
"1828";"breve";37;9,52167725631583e-05
"1829";"cia";37;9,52167725631583e-05
"1830";"crescimento";37;9,52167725631583e-05
"1831";"direto";37;9,52167725631583e-05
"1832";"diretoria";37;9,52167725631583e-05
"1833";"donos";37;9,52167725631583e-05
"1834";"dupla";37;9,52167725631583e-05
"1835";"emprestimos";37;9,52167725631583e-05
"1836";"encerrou";37;9,52167725631583e-05
"1837";"entrada";37;9,52167725631583e-05
"1838";"envolvido";37;9,52167725631583e-05
"1839";"exato";37;9,52167725631583e-05
"1840";"festa";37;9,52167725631583e-05
"1841";"fuga";37;9,52167725631583e-05
"1842";"impossivel";37;9,52167725631583e-05
"1843";"invadir";37;9,52167725631583e-05
"1844";"invasao";37;9,52167725631583e-05
"1845";"menino";37;9,52167725631583e-05
"1846";"mosquito";37;9,52167725631583e-05
"1847";"pacientes";37;9,52167725631583e-05
"1848";"passageiros";37;9,52167725631583e-05
"1849";"possiveis";37;9,52167725631583e-05
"1850";"prefeitura";37;9,52167725631583e-05
"1851";"prestes";37;9,52167725631583e-05
"1852";"procuradoria";37;9,52167725631583e-05
"1853";"professora";37;9,52167725631583e-05
"1854";"repasses";37;9,52167725631583e-05
"1855";"ronaldo";37;9,52167725631583e-05
"1856";"rumo";37;9,52167725631583e-05
"1857";"trafico";37;9,52167725631583e-05
"1858";"vaccari";37;9,52167725631583e-05
"1859";"viagem";37;9,52167725631583e-05
"1860";"vidas";37;9,52167725631583e-05
"1861";"virar";37;9,52167725631583e-05
"1862";"aumentar";36;9,26433462776676e-05
"1863";"casamento";36;9,26433462776676e-05
"1864";"clientes";36;9,26433462776676e-05
"1865";"colega";36;9,26433462776676e-05
"1866";"confronto";36;9,26433462776676e-05
"1867";"contar";36;9,26433462776676e-05
"1868";"decada";36;9,26433462776676e-05
"1869";"deveriam";36;9,26433462776676e-05
"1870";"diferentes";36;9,26433462776676e-05
"1871";"elite";36;9,26433462776676e-05
"1872";"erro";36;9,26433462776676e-05
"1873";"exames";36;9,26433462776676e-05
"1874";"experiencia";36;9,26433462776676e-05
"1875";"exposicao";36;9,26433462776676e-05
"1876";"frances";36;9,26433462776676e-05
"1877";"garoto";36;9,26433462776676e-05
"1878";"grau";36;9,26433462776676e-05
"1879";"guido";36;9,26433462776676e-05
